Package,Time,Temp,Axis X,Axis Y,Axis Z,Latitude,Longitude,,,,,,,
Package[5233],3:4:8:10,-18.88,2.47,9.65,-1.61,12.978668,101.40232,,,,,,,
Package[5235],3:4:8:11,-19.06,2.67,9.73,-1.57,12.978457,101.40195,,,,,,,
Package[5237],3:4:8:13,-19.13,2.47,9.65,-1.57,12.978457,101.40195,,,,,,,
Package[5239],3:4:8:14,-19.19,2.55,9.3,-1.49,12.978457,101.40195,,,,,,,
Package[5241],3:4:8:15,-19.25,2.63,9.57,-1.61,12.978457,101.40195,,,,,,,
Package[5243],3:4:8:17,-19.38,2.63,9.77,-1.37,12.978457,101.40195,,,,,,,
Package[5245],3:4:8:18,-19.31,2.55,9.53,-1.65,12.978457,101.40195,,,,,,,
Package[5247],3:4:8:19,-19.38,2.55,9.49,-1.49,12.978457,101.40195,,,,,,,
Package[5249],3:4:8:21,-19.44,2.43,9.53,-1.33,12.978374,101.40155,,,,,,,
Package[5251],3:4:8:22,-19.44,2.67,9.45,-1.61,12.978374,101.40155,,,,,,,
Package[5253],3:4:8:24,-19.5,2.51,9.61,-1.57,12.978374,101.40155,,,,,,,
Package[5255],3:4:8:25,-19.5,2.55,9.45,-1.18,12.978374,101.40155,,,,,,,
Package[5257],3:4:8:26,-19.56,2.55,9.18,-1.45,12.978374,101.40155,,,,,,,
Package[5259],3:4:8:28,-19.56,2.59,9.49,-1.53,12.978374,101.40155,,,,,,,
Package[5261],3:4:8:29,-19.56,2.86,9.3,-1.06,12.978288,101.40108,,,,,,,
Package[5263],3:4:8:30,-19.56,2.35,9.45,-1.88,12.978288,101.40108,,,,,,,
Package[5265],3:4:8:32,-19.63,2.86,9.57,-1.65,12.978284,101.40098,,,,,,,
Package[5267],3:4:8:33,-19.63,2.43,9.69,-1.73,12.978284,101.40098,,,,,,,
Package[5269],3:4:8:35,-19.56,2.63,9.69,-1.45,12.978284,101.40098,,,,,,,
Package[5271],3:4:8:36,-19.63,2.51,9.61,-1.45,12.978284,101.40098,,,,,,,
Package[5273],3:4:8:37,-19.63,2.51,9.57,-1.84,12.978284,101.40098,,,,,,,
Package[5275],3:4:8:39,-19.69,2.67,9.65,-1.69,12.978275,101.40063,,,,,,,
Package[5277],3:4:8:40,-19.69,2.51,9.61,-1.57,12.978275,101.40055,,,,,,,
Package[5279],3:4:8:42,-19.69,2.47,9.49,-1.69,12.978275,101.40055,,,,,,,
Package[5281],3:4:8:43,-19.75,2.94,9.69,-1.26,12.978275,101.40055,,,,,,,
Package[5283],3:4:8:44,-19.81,2.39,9.41,-1.49,12.978275,101.40055,,,,,,,
Package[5285],3:4:8:46,-19.88,2.51,9.65,-1.8,12.978275,101.40055,,,,,,,
Package[5287],3:4:8:47,-19.88,2.75,9.89,-1.61,12.978275,101.40055,,,,,,,
Package[5289],3:4:8:48,-20,2.63,9.69,-1.8,12.978275,101.40055,,,,,,,
Package[5291],3:4:8:50,-20.06,2.47,9.65,-1.96,12.978269,101.40018,,,,,,,
Package[5293],3:4:8:51,-20.06,2.51,9.73,-1.37,12.978263,101.40011,,,,,,,
Package[5295],3:4:8:53,-20.13,2.79,9.61,-1.53,12.978263,101.40011,,,,,,,
Package[5297],3:4:8:54,-20.19,2.55,9.1,-2,12.978263,101.40011,,,,,,,
Package[5299],3:4:8:55,-20.31,2.86,9.57,-1.69,12.978263,101.40011,,,,,,,
Package[5301],3:4:8:57,-20.38,2.75,9.14,-1.45,12.978263,101.40011,,,,,,,
Package[5303],3:4:8:58,-20.38,2.55,9.77,-1.26,12.978263,101.40011,,,,,,,
Package[5305],3:4:8:59,-20.38,2.59,9.45,-1.88,12.978263,101.40011,,,,,,,
Package[5307],3:4:9:1,-20.38,2.47,9.65,-1.61,12.978271,101.39966,,,,,,,
Package[5309],3:4:9:2,-20.38,3.02,9.45,-1.26,12.978278,101.39956,,,,,,,
Package[5311],3:4:9:4,-20.38,2.16,9.53,-2.24,12.978278,101.39956,,,,,,,
Package[5313],3:4:9:5,-20.5,2.59,9.61,-1.77,12.978278,101.39956,,,,,,,
Package[5315],3:4:9:6,-20.5,2.59,9.18,-1.49,12.978278,101.39956,,,,,,,
Package[5317],3:4:9:8,-20.44,2.31,9.22,-2.16,12.978278,101.39956,,,,,,,
Package[5319],3:4:9:9,-20.56,2.51,9.45,-1.73,12.978314,101.39915,,,,,,,
Package[5321],3:4:9:11,-20.56,2.55,9.61,-0.98,12.978314,101.39915,,,,,,,
Package[5323],3:4:9:12,-20.63,2.51,9.45,-1.49,12.978314,101.39915,,,,,,,
Package[5325],3:4:9:13,-20.63,2.35,9.65,-1.65,12.978314,101.39915,,,,,,,
Package[5327],3:4:9:15,-20.56,2.86,9.45,-1.26,12.978314,101.39915,,,,,,,
Package[5329],3:4:9:16,-20.69,2.55,9.49,-1.73,12.978314,101.39915,,,,,,,
Package[5331],3:4:9:18,-20.75,2.82,9.65,-1.61,12.978402,101.39861,,,,,,,
Package[5333],3:4:9:19,-20.69,2.59,9.61,-1.33,12.978402,101.39861,,,,,,,
Package[5335],3:4:9:20,-20.75,2.59,9.57,-1.33,12.978402,101.39861,,,,,,,
Package[5337],3:4:9:22,-20.81,2.67,9.49,-1.53,12.978402,101.39861,,,,,,,
Package[5339],3:4:9:23,-20.81,2.59,9.34,-1.49,12.978402,101.39861,,,,,,,
Package[5341],3:4:9:24,-20.88,2.75,9.45,-1.57,12.978402,101.39861,,,,,,,
Package[5343],3:4:9:26,-21,2.67,9.49,-1.73,12.978456,101.39814,,,,,,,
Package[5345],3:4:9:27,-21,2.71,9.53,-1.33,12.978456,101.39814,,,,,,,
Package[5347],3:4:9:29,-21,2.71,9.41,-1.26,12.978456,101.39814,,,,,,,
Package[5349],3:4:9:30,-21,2.63,9.57,-1.49,12.978456,101.39814,,,,,,,
Package[5351],3:4:9:31,-21.06,2.71,9.53,-1.37,12.978456,101.39814,,,,,,,
Package[5353],3:4:9:33,-21.25,2.63,9.49,-1.41,12.978456,101.39814,,,,,,,
Package[5355],3:4:9:34,-21.31,2.71,9.3,-1.33,12.978361,101.39748,,,,,,,
Package[5357],3:4:9:36,-21.44,2.59,9.77,-1.26,12.978361,101.39748,,,,,,,
Package[5359],3:4:9:37,-21.63,2.75,9.53,-1.33,12.978361,101.39748,,,,,,,
Package[5361],3:4:9:38,-21.81,2.98,9.41,-1.26,12.978361,101.39748,,,,,,,
Package[5363],3:4:9:40,-21.94,2.31,9.69,-1.69,12.978255,101.39718,,,,,,,
Package[5365],3:4:9:41,-22.06,2.59,9.38,-1.22,12.978255,101.39718,,,,,,,
Package[5367],3:4:9:43,-22.25,2.63,9.61,-1.41,12.978229,101.39706,,,,,,,
Package[5369],3:4:9:44,-22.31,2.79,9.49,-1.88,12.978229,101.39706,,,,,,,
Package[5371],3:4:9:45,-22.38,2.51,9.53,-1.77,12.978229,101.39706,,,,,,,
Package[5373],3:4:9:47,-22.56,2.63,9.61,-1.29,12.978229,101.39706,,,,,,,
Package[5375],3:4:9:48,-22.56,2.71,9.73,-1.29,12.978168,101.39662,,,,,,,
Package[5377],3:4:9:50,-22.69,2.67,9.18,-1.53,12.978168,101.39662,,,,,,,
Package[5379],3:4:9:51,-22.69,2.55,9.65,-1.29,12.978168,101.39662,,,,,,,
Package[5381],3:4:9:52,-22.69,2.55,9.45,-1.61,12.978168,101.39662,,,,,,,
Package[5383],3:4:9:54,-22.81,2.71,9.53,-1.45,12.978168,101.39662,,,,,,,
Package[5385],3:4:9:55,-22.75,2.82,9.49,-1.37,12.97814,101.3961,,,,,,,
Package[5387],3:4:9:57,-22.81,2.55,9.49,-1.49,12.97814,101.3961,,,,,,,
Package[5389],3:4:9:58,-22.88,2.59,9.22,-1.65,12.97814,101.3961,,,,,,,
Package[5391],3:4:9:59,-22.94,2.59,9.69,-1.53,12.97814,101.3961,,,,,,,
Package[5393],3:4:10:1,-22.88,2.9,9.61,-1.29,12.97814,101.3961,,,,,,,
Package[5395],3:4:10:2,-23,2.51,9.45,-1.41,12.978021,101.39554,,,,,,,
Package[5397],3:4:10:4,-23.06,2.51,9.41,-1.45,12.978021,101.39554,,,,,,,
Package[5399],3:4:10:5,-23.25,2.55,9.61,-1.49,12.977967,101.39539,,,,,,,
Package[5401],3:4:10:6,-23.31,2.47,9.69,-1.53,12.977967,101.39539,,,,,,,
Package[5403],3:4:10:8,-23.44,2.63,9.61,-1.33,12.977967,101.39539,,,,,,,
Package[5405],3:4:10:9,-23.56,2.55,9.49,-1.37,12.977797,101.39506,,,,,,,
Package[5407],3:4:10:11,-23.75,2.63,9.38,-1.57,12.977797,101.39506,,,,,,,
Package[5409],3:4:10:12,-23.88,2.55,9.38,-0.98,12.977797,101.39506,,,,,,,
Package[5411],3:4:10:13,-24,2.67,9.53,-1.22,12.977797,101.39506,,,,,,,
Package[5413],3:4:10:15,-24.13,2.63,9.34,-1.26,12.977797,101.39506,,,,,,,
Package[5415],3:4:10:16,-24.19,2.63,9.57,-1.06,12.977557,101.39458,,,,,,,
Package[5417],3:4:10:18,-24.38,2.82,9.38,-1.06,12.977557,101.39458,,,,,,,
Package[5419],3:4:10:19,-24.5,2.55,9.3,-1.49,12.977557,101.39458,,,,,,,
Package[5421],3:4:10:20,-24.63,2.55,9.77,-1.1,12.977557,101.39458,,,,,,,
Package[5423],3:4:10:22,-24.69,2.82,9.61,-1.37,12.977557,101.39458,,,,,,,
1.39419,,,,,,,,,,,,,,
Package[5427],3:4:10:25,-24.94,2.55,9.34,-1.65,12.977318,101.39419,,,,,,,
Package[5429],3:4:10:26,-25.06,2.71,9.89,-1.02,12.977318,101.39419,,,,,,,
Package[5431],3:4:10:27,-25.13,2.63,9.73,-1.8,12.977318,101.39419,,,,,,,
Package[5433],3:4:10:29,-25.19,2.35,9.45,-1.84,12.977318,101.39419,,,,,,,
Package[5435],3:4:10:30,-25.31,2.67,9.73,-1.45,12.977318,101.39419,,,,,,,
Package[5437],3:4:10:32,-25.38,2.43,9.3,-1.84,12.977318,101.39419,,,,,,,
Package[5439],3:4:10:33,-25.25,2.79,9.53,-1.26,12.977318,101.39419,,,,,,,
Package[5441],3:4:10:34,-25.25,2.39,9.34,-1.69,12.977318,101.39419,,,,,,,
Package[5443],3:4:10:36,-25.31,2.82,9.3,-1.53,12.977318,101.39419,,,,,,,
Package[5445],3:4:10:37,-25.31,2.51,9.41,-1.37,12.977113,101.39333,,,,,,,
Package[5447],3:4:10:39,-25.31,2.79,9.49,-1.33,12.977113,101.39333,,,,,,,
Package[5449],3:4:10:40,-25.31,2.59,9.45,-1.37,12.977113,101.39333,,,,,,,
Package[5451],3:4:10:41,-25.38,2.55,9.53,-1.53,12.977113,101.39333,,,,,,,
Package[5453],3:4:10:43,-25.38,2.67,9.57,-1.29,12.977113,101.39333,,,,,,,
Package[5455],3:4:10:44,-25.38,2.55,9.69,-1.65,12.976916,101.39275,,,,,,,
Package[5457],3:4:10:46,-25.5,2.67,9.49,-1.61,12.976916,101.39275,,,,,,,
Package[5459],3:4:10:47,-25.63,2.43,9.69,-1.61,12.976916,101.39275,,,,,,,
Package[5461],3:4:10:48,-25.69,2.55,9.38,-1.33,12.976916,101.39275,,,,,,,
Package[5463],3:4:10:50,-25.81,2.71,9.65,-1.26,12.976916,101.39275,,,,,,,
Package[5465],3:4:10:51,-25.94,2.47,9.57,-1.65,12.976615,101.39225,,,,,,,
Package[5467],3:4:10:53,-26.13,2.75,9.53,-1.18,12.976615,101.39225,,,,,,,
Package[5469],3:4:10:54,-26.25,2.59,9.69,-1.49,12.976615,101.39225,,,,,,,
Package[5471],3:4:10:55,-26.31,2.63,9.49,-1.22,12.976615,101.39225,,,,,,,
Package[5473],3:4:10:57,-26.44,2.55,9.41,-1.1,12.976424,101.39194,,,,,,,
Package[5475],3:4:10:58,-26.5,2.79,9.34,-1.53,12.976363,101.39181,,,,,,,
Package[5477],3:4:11:0,-26.69,2.47,9.34,-1.49,12.976363,101.39181,,,,,,,
Package[5479],3:4:11:1,-26.88,2.63,9.53,-1.61,12.976363,101.39181,,,,,,,
Package[5481],3:4:11:2,-26.88,2.67,9.34,-1.14,12.976363,101.39181,,,,,,,
Package[5483],3:4:11:4,-27,2.51,9.45,-1.49,12.976363,101.39181,,,,,,,
Package[5485],3:4:11:5,-27.06,2.63,9.53,-1.8,12.976218,101.39137,,,,,,,
Package[5487],3:4:11:7,-27.06,2.63,9.53,-1.53,12.976218,101.39137,,,,,,,
Package[5489],3:4:11:8,-27.06,2.55,9.45,-1.49,12.976218,101.39137,,,,,,,
Package[5491],3:4:11:9,-27.19,2.86,9.65,-1.41,12.976218,101.39137,,,,,,,
Package[5493],3:4:11:11,-27.13,2.31,9.57,-1.57,12.976137,101.39099,,,,,,,
Package[5495],3:4:11:12,-27.13,2.9,9.53,-1.37,12.976097,101.39083,,,,,,,
Package[5497],3:4:11:14,-27.13,2.43,9.38,-1.57,12.976097,101.39083,,,,,,,
Package[5499],3:4:11:15,-27.06,2.67,9.3,-1.37,12.976097,101.39083,,,,,,,
Package[5501],3:4:11:16,-27.06,2.51,9.34,-1.37,12.976097,101.39083,,,,,,,
Package[5503],3:4:11:18,-27.06,2.59,9.26,-1.29,12.976097,101.39083,,,,,,,
Package[5505],3:4:11:19,-27.13,2.59,9.38,-1.61,12.976009,101.39028,,,,,,,
Package[5507],3:4:11:21,-27.13,2.59,9.26,-1.29,12.976009,101.39028,,,,,,,
Package[5509],3:4:11:22,-27.13,2.55,9.61,-0.75,12.976009,101.39028,,,,,,,
Package[5511],3:4:11:23,-27.06,2.39,9.57,-1.73,12.976009,101.39028,,,,,,,
Package[5513],3:4:11:25,-27,2.75,9.53,-1.02,12.976009,101.39028,,,,,,,
Package[5515],3:4:11:26,-27.06,2.59,9.49,-1.02,12.976038,101.38975,,,,,,,
Package[5517],3:4:11:28,-27.13,2.47,9.61,-1.41,12.976038,101.38975,,,,,,,
Package[5519],3:4:11:29,-27.13,2.82,9.49,-1.49,12.976038,101.38975,,,,,,,
Package[5521],3:4:11:30,-27.25,2.55,9.65,-1.41,12.976038,101.38975,,,,,,,
Package[5523],3:4:11:32,-27.31,2.71,9.49,-1.57,12.976006,101.38944,,,,,,,
Package[5525],3:4:11:33,-27.38,2.47,9.49,-1.45,12.975968,101.38931,,,,,,,
Package[5527],3:4:11:35,-27.56,2.67,9.26,-1.02,12.975968,101.38931,,,,,,,
Package[5529],3:4:11:36,-27.63,2.51,9.41,-1.26,12.975968,101.38931,,,,,,,
Package[5531],3:4:11:37,-27.75,2.59,9.38,-1.73,12.975968,101.38931,,,,,,,
Package[5533],3:4:11:39,-27.88,2.67,9.57,-1.22,12.975848,101.38893,,,,,,,
Package[5535],3:4:11:40,-27.94,2.55,9.81,-1.22,12.975848,101.38893,,,,,,,
Package[5537],3:4:11:42,-28,2.55,9.53,-1.41,12.975848,101.38893,,,,,,,
Package[5539],3:4:11:43,-28.13,2.67,9.65,-1.22,12.975848,101.38893,,,,,,,
Package[5541],3:4:11:44,-28.19,2.55,9.41,-1.53,12.975848,101.38893,,,,,,,
Package[5543],3:4:11:46,-28.19,2.59,9.69,-1.49,12.975735,101.38829,,,,,,,
Package[5545],3:4:11:47,-28.19,2.55,9.38,-1.65,12.975735,101.38811,,,,,,,
Package[5547],3:4:11:49,-28.13,2.51,9.49,-1.26,12.975735,101.38811,,,,,,,
Package[5549],3:4:11:50,-28.13,2.51,9.26,-1.61,12.975735,101.38811,,,,,,,
Package[5551],3:4:11:51,-28.13,2.47,9.57,-1.57,12.975735,101.38811,,,,,,,
Package[5553],3:4:11:53,-28.13,2.63,9.3,-1.53,12.975735,101.38811,,,,,,,
Package[5555],3:4:11:54,-28.19,2.59,9.45,-1.49,12.975796,101.38758,,,,,,,
Package[5557],3:4:11:56,-28.25,2.67,9.49,-1.49,12.975796,101.38758,,,,,,,
Package[5559],3:4:11:57,-28.19,2.51,9.49,-1.37,12.975796,101.38758,,,,,,,
Package[5561],3:4:11:58,-28.38,2.51,9.61,-1.22,12.975796,101.38758,,,,,,,
Package[5563],3:4:12:0,-28.5,2.55,9.45,-1.53,12.975843,101.38728,,,,,,,
Package[5565],3:4:12:1,-28.5,2.47,9.53,-1.57,12.975847,101.38715,,,,,,,
Package[5567],3:4:12:3,-28.63,2.63,9.34,-1.26,12.975847,101.38715,,,,,,,
Package[5569],3:4:12:4,-28.69,2.51,9.1,-1.33,12.975847,101.38715,,,,,,,
Package[5571],3:4:12:5,-28.81,2.51,9.41,-1.06,12.975847,101.38715,,,,,,,
Package[5573],3:4:12:7,-29,2.75,9.22,-1.06,12.975847,101.38715,,,,,,,
Package[5575],3:4:12:8,-29.13,2.51,9.14,-1.18,12.975781,101.38667,,,,,,,
Package[5577],3:4:12:10,-29.19,2.59,9.18,-1.18,12.975781,101.38667,,,,,,,
Package[5579],3:4:12:11,-29.31,2.51,8.98,-1.26,12.975781,101.38667,,,,,,,
Package[5581],3:4:12:12,-29.31,2.79,9.41,-1.14,12.975781,101.38667,,,,,,,
Package[5583],3:4:12:14,-29.38,2.51,9.96,-1.41,12.975781,101.38667,,,,,,,
Package[5585],3:4:12:15,-29.5,2.63,9.34,-1.18,12.975688,101.38605,,,,,,,
Package[5587],3:4:12:17,-29.5,2.59,8.9,-0.78,12.975688,101.38605,,,,,,,
Package[5589],3:4:12:18,-29.63,2.51,9.3,-1.22,12.975688,101.38605,,,,,,,
Package[5591],3:4:12:19,-29.56,2.67,9.89,-1.14,12.975688,101.38605,,,,,,,
Package[5593],3:4:12:21,-29.5,2.75,10.12,-1.14,12.97564,101.38563,,,,,,,
Package[5595],3:4:12:22,-29.44,2.79,9.73,-2.16,12.97564,101.38563,,,,,,,
Package[5597],3:4:12:24,-29.44,2.55,9.53,-1.37,12.97564,101.38563,,,,,,,
Package[5599],3:4:12:25,-29.56,2.31,9.14,-1.14,12.97564,101.38563,,,,,,,
Package[5601],3:4:12:26,-29.56,2.51,10.08,-1.1,12.97564,101.38563,,,,,,,
Package[5603],3:4:12:28,-29.63,3.02,9.61,-0.98,12.975617,101.38512,,,,,,,
Package[5605],3:4:12:29,-29.5,2.04,9.77,-0.71,12.975617,101.38512,,,,,,,
Package[5607],3:4:12:31,-29.44,2.71,9.18,-1.29,12.975636,101.38501,,,,,,,
Package[5609],3:4:12:32,-29.44,2.43,9.02,-0.51,12.975636,101.38501,,,,,,,
Package[5611],3:4:12:33,-29.44,2.39,8.98,-1.53,12.975636,101.38501,,,,,,,
Package[5613],3:4:12:35,-29.38,2.71,9.96,-1.26,12.975668,101.38472,,,,,,,
Package[5615],3:4:12:36,-29.5,2.55,9.53,-0.78,12.975668,101.38472,,,,,,,
Package[5617],3:4:12:38,-29.5,2.59,9.41,-1.02,12.975668,101.38472,,,,,,,
Package[5619],3:4:12:39,-29.56,2.94,9.81,-0.71,12.975668,101.38472,,,,,,,
Package[5621],3:4:12:40,-29.5,2.16,9.89,-0.98,12.975668,101.38472,,,,,,,
Package[5623],3:4:12:42,-29.63,2.47,9.53,-1.41,12.975677,101.38432,,,,,,,
Package[5625],3:4:12:43,-29.63,2.28,9.49,-0.82,12.975664,101.3842,,,,,,,
Package[5627],3:4:12:45,-29.44,2.82,9.49,-0.98,12.975664,101.3842,,,,,,,
Package[5629],3:4:12:46,-29.44,2.67,9.57,-0.98,12.975664,101.3842,,,,,,,
Package[5631],3:4:12:47,-29.44,2.28,9.53,-1.61,12.975664,101.3842,,,,,,,
Package[5633],3:4:12:49,-29.38,2.75,9.45,-1.22,12.975664,101.3842,,,,,,,
Package[5635],3:4:12:50,-29.56,2.55,9.61,-1.14,12.975668,101.38378,,,,,,,
Package[5637],3:4:12:52,-29.5,2.59,9.53,-1.33,12.975668,101.38378,,,,,,,
Package[5639],3:4:12:53,-29.5,2.51,9.14,-1.22,12.975668,101.38378,,,,,,,
Package[5641],3:4:12:54,-29.5,2.55,9.34,-1.06,12.975668,101.38378,,,,,,,
Package[5643],3:4:12:56,-29.63,2.75,9.81,-1.49,12.975606,101.38348,,,,,,,
Package[5645],3:4:12:57,-29.75,2.55,9.96,-1.37,12.975582,101.38337,,,,,,,
Package[5647],3:4:12:59,-29.75,2.71,9.85,-1.02,12.975582,101.38337,,,,,,,
Package[5649],3:4:13:0,-29.75,2.51,9.41,-1.37,12.975582,101.38337,,,,,,,
Package[5651],3:4:13:1,-29.81,2.59,9.06,-0.75,12.975582,101.38337,,,,,,,
Package[5653],3:4:13:3,-29.81,2.43,9.18,-1.29,12.975536,101.38306,,,,,,,
Package[5655],3:4:13:4,-30,2.55,9.73,-1.41,12.975508,101.38293,,,,,,,
Package[5657],3:4:13:6,-29.94,2.94,10,-0.82,12.975508,101.38293,,,,,,,
Package[5659],3:4:13:7,-29.94,2.55,9.92,-1.49,12.975508,101.38293,,,,,,,
Package[5661],3:4:13:8,-29.88,2.51,9.22,-1.14,12.975508,101.38293,,,,,,,
Package[5663],3:4:13:10,-30,2.55,9.34,-0.94,12.975425,101.38261,,,,,,,
Package[5665],3:4:13:11,-30.06,2.47,9.81,-1.41,12.97539,101.38247,,,,,,,
Package[5667],3:4:13:13,-30,2.86,9.77,-1.14,12.97539,101.38247,,,,,,,
Package[5669],3:4:13:14,-30.06,2.59,9.92,-1.26,12.97539,101.38247,,,,,,,
Package[5671],3:4:13:15,-30.19,2.55,9.14,-1.49,12.97539,101.38247,,,,,,,
Package[5673],3:4:13:17,-30.25,2.59,9.02,-0.98,12.975275,101.3821,,,,,,,
Package[5675],3:4:13:18,-30.25,2.39,9.34,-1.14,12.975242,101.38196,,,,,,,
Package[5677],3:4:13:20,-30.38,2.79,9.77,-1.18,12.975242,101.38196,,,,,,,
Package[5679],3:4:13:21,-30.44,2.59,9.85,-1.02,12.975242,101.38196,,,,,,,
Package[5681],3:4:13:22,-30.44,2.47,9.45,-1.57,12.975242,101.38196,,,,,,,
Package[5683],3:4:13:24,-30.5,2.55,8.83,-1.26,12.975153,101.38167,,,,,,,
Package[5685],3:4:13:25,-30.56,2.67,9.45,-0.71,12.975126,101.38156,,,,,,,
Package[5687],3:4:13:27,-30.56,2.35,10.16,-1.1,12.975126,101.38156,,,,,,,
Package[5689],3:4:13:28,-30.63,2.71,10.04,-1.22,12.975126,101.38156,,,,,,,
Package[5691],3:4:13:29,-30.56,2.43,9.77,-1.18,12.975126,101.38156,,,,,,,
Package[5693],3:4:13:31,-30.5,1.57,9.77,-1.49,12.975126,101.38156,,,,,,,
Package[5695],3:4:13:32,-30.38,1.96,9.45,-0.39,12.974986,101.38109,,,,,,,
Package[5697],3:4:13:34,-30.5,2.9,9.02,-0.9,12.974986,101.38109,,,,,,,
Package[5699],3:4:13:35,-30.44,2.82,9.85,-1.33,12.974986,101.38109,,,,,,,
Package[5701],3:4:13:36,-30.44,2.35,10.12,-0.82,12.974986,101.38109,,,,,,,
Package[5703],3:4:13:38,-30.38,2.63,10.12,-1.49,12.974986,101.38109,,,,,,,
Package[5705],3:4:13:39,-30.31,2.16,9.96,-1.14,12.974991,101.38049,,,,,,,
Package[5707],3:4:13:41,-30.38,2.9,9.69,-1.26,12.974991,101.38049,,,,,,,
Package[5709],3:4:13:42,-30.5,2.51,9.85,-1.33,12.974991,101.38049,,,,,,,
Package[5711],3:4:13:43,-30.38,2.86,9.65,-1.29,12.974991,101.38049,,,,,,,
Package[5713],3:4:13:45,-30.5,2.35,9.41,-1.49,12.974962,101.38013,,,,,,,
Package[5715],3:4:13:46,-30.69,2.75,9.38,-1.37,12.974962,101.38,,,,,,,
Package[5717],3:4:13:48,-30.69,2.75,9.69,-1.33,12.974962,101.38,,,,,,,
Package[5719],3:4:13:49,-30.75,2.43,9.57,-1.57,12.974962,101.38,,,,,,,
Package[5721],3:4:13:50,-30.81,2.51,9.57,-1.06,12.974962,101.38,,,,,,,
Package[5723],3:4:13:52,-30.88,2.75,9.77,-1.73,12.974992,101.37964,,,,,,,
Package[5725],3:4:13:53,-30.88,2.51,9.45,-0.94,12.974992,101.37964,,,,,,,
Package[5727],3:4:13:55,-30.94,2.55,9.45,-1.22,12.974992,101.37964,,,,,,,
Package[5729],3:4:13:56,-31,2.67,9.57,-1.33,12.974992,101.37964,,,,,,,
Package[5731],3:4:13:57,-31,2.75,9.53,-0.67,12.974992,101.37964,,,,,,,
Package[5733],3:4:13:59,-31.06,2.86,9.22,-1.14,12.97497,101.37907,,,,,,,
Package[5735],3:4:14:0,-31.19,2.59,9.14,-1.14,12.97497,101.37907,,,,,,,
Package[5737],3:4:14:2,-31.25,2.51,9.34,-1.02,12.97497,101.37907,,,,,,,
Package[5739],3:4:14:3,-31.25,2.43,9.61,-0.59,12.97497,101.37907,,,,,,,
Package[5741],3:4:14:4,-31.19,2.55,9.57,-1.1,12.97497,101.37907,,,,,,,
Package[5743],3:4:14:6,-31.19,2.63,9.45,-1.33,12.974924,101.37841,,,,,,,
Package[5745],3:4:14:7,-31.25,2.79,9.34,-1.06,12.974924,101.37841,,,,,,,
Package[5747],3:4:14:9,-31.31,2.67,9.49,-0.98,12.974924,101.37841,,,,,,,
Package[5749],3:4:14:10,-31.38,2.71,9.34,-1.41,12.974924,101.37841,,,,,,,
Package[5751],3:4:14:11,-31.38,2.67,8.87,-1.14,12.974924,101.37841,,,,,,,
Package[5753],3:4:14:13,-31.38,2.51,8.94,-0.94,12.974833,101.37777,,,,,,,
Package[5755],3:4:14:14,-31.44,2.55,9.18,-1.18,12.974833,101.37777,,,,,,,
Package[5757],3:4:14:16,-31.5,2.9,10,-1.37,12.974833,101.37777,,,,,,,
Package[5759],3:4:14:17,-31.63,2.71,9.53,-1.1,12.974833,101.37777,,,,,,,
Package[5761],3:4:14:18,-31.63,2.63,8.94,-1.14,12.974833,101.37777,,,,,,,
Package[5763],3:4:14:20,-31.63,2.59,9.49,-1.33,12.974788,101.37714,,,,,,,
Package[5765],3:4:14:21,-31.63,2.55,9.89,-1.26,12.974788,101.37714,,,,,,,
Package[5767],3:4:14:23,-31.63,2.39,9.73,-1.1,12.974788,101.37714,,,,,,,
Package[5769],3:4:14:24,-31.44,2.75,9.38,-1.18,12.974788,101.37714,,,,,,,
Package[5771],3:4:14:25,-31.44,2.28,9.38,-1.33,12.974788,101.37714,,,,,,,
Package[5773],3:4:14:27,-31.56,2.71,9.22,-0.82,12.974663,101.37663,,,,,,,
Package[5775],3:4:14:28,-31.56,2.55,9.45,-1.18,12.974663,101.37663,,,,,,,
Package[5777],3:4:14:30,-31.56,2.63,10,-1.37,12.974663,101.37663,,,,,,,
Package[5779],3:4:14:31,-31.5,2.82,10,-1.49,12.974663,101.37663,,,,,,,
Package[5781],3:4:14:32,-31.56,2.55,9.65,-0.75,12.974663,101.37663,,,,,,,
Package[5783],3:4:14:34,-31.63,2.2,9.38,-1.37,12.974539,101.37611,,,,,,,
Package[5785],3:4:14:35,-31.63,2.31,9.1,-0.9,12.974539,101.37611,,,,,,,
Package[5787],3:4:14:37,-31.5,2.75,9.22,-1.1,12.974539,101.37611,,,,,,,
Package[5789],3:4:14:38,-31.5,2.35,9.14,-1.06,12.974539,101.37611,,,,,,,
Package[5791],3:4:14:39,-31.38,2.67,9.73,-0.94,12.974539,101.37611,,,,,,,
Package[5793],3:4:14:41,-31.38,2.71,9.92,-1.14,12.974521,101.3756,,,,,,,
Package[5795],3:4:14:42,-31.31,2.59,9.57,-1.49,12.974511,101.37544,,,,,,,
Package[5797],3:4:14:44,-31.25,2.71,9.06,-0.75,12.974511,101.37544,,,,,,,
Package[5799],3:4:14:45,-31.19,2.51,9.14,-1.18,12.974511,101.37544,,,,,,,
Package[5801],3:4:14:46,-31.19,2.39,9.53,-1.22,12.974511,101.37544,,,,,,,
Package[5803],3:4:14:48,-31.19,2.75,9.89,-1.02,12.974482,101.37512,,,,,,,
